"","week","Cluster Number","Cluster Size","Location IDs included","Overlap with clusters","Coordinates / radius","Gini Cluster","Population","Number of cases","Expected cases","Annual cases / 100000","Observed / expected","Relative risk","Log likelihood ratio","P-value"
"217",2020-07-12,"9",1,"SnohomishCounty","3","(1.34135e+006,991759) / 0","Yes","822083","257","365.54","30.1","0.70","0.68","19.927330","0.000000069"
"218",2020-07-19,"1",5,"AdamsCounty, FranklinCounty, LincolnCounty, GrantCounty, WhitmanCounty","No Overlap","(2.12431e+006,607716) / 261015.43","Yes","273981","713","113.70","250.8","6.27","7.81","772.981567","< 0.00000000000000001"
"219",2020-07-19,"2",5,"SnohomishCounty, SkagitCounty, KingCounty, IslandCounty, KitsapCounty","3, 4","(1.34135e+006,991759) / 271728.44","No","3560684","954","1477.60","25.8","0.65","0.49","180.351171","< 0.00000000000000001"
"220",2020-07-19,"3",9,"SanJuanCounty, IslandCounty, WhatcomCounty, ClallamCounty, SkagitCounty, JeffersonCounty, KitsapCounty, SnohomishCounty, MasonCounty","2","(1.04005e+006,1.18764e+006) / 445497.66","Yes","1731051","339","718.35","18.9","0.47","0.41","152.823763","< 0.00000000000000001"
"221",2020-07-19,"4",1,"KingCounty","2","(1.31014e+006,789600) / 0","Yes","2252782","684","934.85","29.3","0.73","0.66","50.785935","< 0.00000000000000001"
"222",2020-07-19,"5",2,"ChelanCounty, DouglasCounty","No Overlap","(1.61141e+006,924343) / 232370.80","Yes","120629","127","50.06","101.5","2.54","2.60","42.255077","< 0.00000000000000001"
"223",2020-07-19,"6",2,"PierceCounty, ThurstonCounty","7","(1.23248e+006,625805) / 178049.36","Yes","1195516","325","496.11","26.2","0.66","0.62","39.025703","0.00000000000000011"
"224",2020-07-19,"7",6,"LewisCounty, CowlitzCounty, ThurstonCounty, PierceCounty, SkamaniaCounty, WahkiakumCounty","6","(1.1646e+006,459931) / 282563.86","No","1403387","414","582.37","28.4","0.71","0.67","32.480431","0.00000000000011"
"225",2020-07-26,"1",16,"FranklinCounty, WallaWallaCounty, AdamsCounty, BentonCounty, ColumbiaCounty, GrantCounty, GarfieldCounty, WhitmanCounty, LincolnCounty, AsotinCounty, YakimaCounty, DouglasCounty, KittitasCounty, KlickitatCounty, SpokaneCounty, ChelanCounty","2, 9","(2.04323e+006,442195) / 647248.69","No","1532583","1201","537.77","75.5","2.23","3.24","417.525473","< 0.00000000000000001"
"226",2020-07-26,"2",15,"PendOreilleCounty, StevensCounty, FerryCounty, SpokaneCounty, LincolnCounty, OkanoganCounty, WhitmanCounty, AdamsCounty, DouglasCounty, GrantCounty, GarfieldCounty, ColumbiaCounty, FranklinCounty, ChelanCounty, AsotinCounty","1","(2.4223e+006,1.18238e+006) / 853565.51","Yes","1055517","946","370.37","86.4","2.55","3.41","390.337157","< 0.00000000000000001"
"227",2020-07-26,"3",5,"SnohomishCounty, SkagitCounty, KingCounty, IslandCounty, KitsapCounty","4, 7","(1.34135e+006,991759) / 271728.44","No","3560684","812","1249.41","22.0","0.65","0.50","148.750910","< 0.00000000000000001"
"228",2020-07-26,"4",2,"SnohomishCounty, SkagitCounty","3","(1.34135e+006,991759) / 160623.31","Yes","951288","167","333.80","16.9","0.50","0.47","56.956586","< 0.00000000000000001"
"229",2020-07-26,"5",4,"WahkiakumCounty, PacificCounty, CowlitzCounty, ThurstonCounty","No Overlap","(899146,363108) / 277484.75","Yes","428088","56","150.21","12.6","0.37","0.36","40.695602","0.00000000000000011"
"230",2020-07-26,"6",1,"GraysHarborCounty","No Overlap","(812614,677769) / 0","Yes","75061","72","26.34","92.4","2.73","2.78","27.140927","0.000000000078"
"231",2020-07-26,"7",3,"IslandCounty, SanJuanCounty, KitsapCounty","3","(1.13394e+006,1.03858e+006) / 191713.97","Yes","374196","63","131.30","16.2","0.48","0.47","22.947030","0.0000000046"
"232",2020-07-26,"8",1,"PierceCounty","No Overlap","(1.23248e+006,625805) / 0","Yes","904980","229","317.55","24.4","0.72","0.70","15.331421","0.0000073"
"233",2020-07-26,"9",4,"YakimaCounty, KlickitatCounty, KittitasCounty, BentonCounty","1","(1.58048e+006,409697) / 319817.65","Yes","525623","236","184.44","43.3","1.28","1.31","7.154903","0.021"
"234",2020-07-26,"10",1,"SkamaniaCounty","No Overlap","(1.28088e+006,254383) / 0","No","12083","0","4.24","0","0","0","4.243187","0.290"
"235",2020-08-02,"1",10,"WhitmanCounty, GarfieldCounty, ColumbiaCounty, AdamsCounty, SpokaneCounty, AsotinCounty, LincolnCounty, WallaWallaCounty, FranklinCounty, GrantCounty","No Overlap","(2.38439e+006,585653) / 493749.23","Yes","886331","907","342.20","98.6","2.65","3.39","385.701579","< 0.00000000000000001"
"236",2020-08-02,"2",5,"SnohomishCounty, SkagitCounty, KingCounty, IslandCounty, KitsapCounty","3, 4","(1.34135e+006,991759) / 271728.44","No","3560684","791","1374.73","21.4","0.58","0.42","243.914831","< 0.00000000000000001"
"237",2020-08-02,"3",6,"IslandCounty, SanJuanCounty, KitsapCounty, SnohomishCounty, SkagitCounty, JeffersonCounty","2","(1.13394e+006,1.03858e+006) / 282694.95","Yes","1357705","229","524.19","16.3","0.44","0.39","122.889938","< 0.00000000000000001"
"238",2020-08-02,"4",1,"KingCounty","2","(1.31014e+006,789600) / 0","Yes","2252782","562","869.77","24.0","0.65","0.56","84.148711","< 0.00000000000000001"
"239",2020-08-02,"5",1,"ThurstonCounty","No Overlap","(1.05793e+006,590671) / 0","Yes","290536","42","112.17","13.9","0.37","0.37","29.776094","0.0000000000017"
"240",2020-08-02,"6",3,"PacificCounty, WahkiakumCounty, GraysHarborCounty","No Overlap","(815687,461225) / 216565.26","Yes","102020","83","39.39","78.4","2.11","2.14","18.583509","0.00000015"
"241",2020-08-02,"7",6,"SkamaniaCounty, ClarkCounty, CowlitzCounty, LewisCounty, KlickitatCounty, YakimaCounty","No Overlap","(1.28088e+006,254383) / 337470.59","Yes","964922","464","372.54","46.3","1.25","1.29","12.054667","0.00012"
"242",2020-08-09,"1",10,"WhitmanCounty, GarfieldCounty, ColumbiaCounty, AdamsCounty, SpokaneCounty, AsotinCounty, LincolnCounty, WallaWallaCounty, FranklinCounty, GrantCounty","No Overlap","(2.38439e+006,585653) / 493749.23","Yes","886331","1050","407.38","114.2","2.58","3.25","423.458211","< 0.00000000000000001"
"243",2020-08-09,"2",5,"SnohomishCounty, SkagitCounty, KingCounty, IslandCounty, KitsapCounty","3, 4","(1.34135e+006,991759) / 271728.44","No","3560684","1044","1636.58","28.3","0.64","0.48","208.823685","< 0.00000000000000001"
"244",2020-08-09,"3",9,"SanJuanCounty, IslandCounty, WhatcomCounty, ClallamCounty, SkagitCounty, JeffersonCounty, KitsapCounty, SnohomishCounty, MasonCounty","2","(1.04005e+006,1.18764e+006) / 445497.66","Yes","1731051","461","795.64","25.7","0.58","0.52","102.946865","< 0.00000000000000001"
"245",2020-08-09,"4",1,"KingCounty","2","(1.31014e+006,789600) / 0","Yes","2252782","684","1035.44","29.3","0.66","0.58","91.780022","< 0.00000000000000001"
"246",2020-08-09,"5",2,"PierceCounty, ThurstonCounty","7","(1.23248e+006,625805) / 178049.36","Yes","1195516","448","549.49","36.1","0.82","0.79","11.735368","0.00021"
"247",2020-08-09,"6",1,"LewisCounty","No Overlap","(1.1646e+006,459931) / 0","Yes","80707","69","37.10","82.4","1.86","1.88","11.065502","0.00041"
"248",2020-08-09,"7",1,"ThurstonCounty","5","(1.05793e+006,590671) / 0","No","290536","86","133.54","28.5","0.64","0.64","10.028662","0.0011"
"249",2020-08-09,"8",3,"PacificCounty, WahkiakumCounty, GraysHarborCounty","No Overlap","(815687,461225) / 216565.26","No","102020","67","46.89","63.3","1.43","1.44","3.859742","0.387"
"250",2020-08-16,"1",13,"WhitmanCounty, GarfieldCounty, ColumbiaCounty, AdamsCounty, SpokaneCounty, AsotinCounty, LincolnCounty, WallaWallaCounty, FranklinCounty, GrantCounty, StevensCounty, BentonCounty, PendOreilleCounty","2, 10","(2.38439e+006,585653) / 597932.02","No","1150168","1124","578.94","94.2","1.94","2.33","249.089558","< 0.00000000000000001"
"251",2020-08-16,"2",12,"SpokaneCounty, LincolnCounty, WhitmanCounty, StevensCounty, PendOreilleCounty, AdamsCounty, FerryCounty, GarfieldCounty, ColumbiaCounty, AsotinCounty, GrantCounty, FranklinCounty","1","(2.40375e+006,848913) / 543506.42","Yes","892645","931","449.32","100.5","2.07","2.42","232.616342","< 0.00000000000000001"
"252",2020-08-16,"3",8,"SanJuanCounty, IslandCounty, WhatcomCounty, ClallamCounty, SkagitCounty, JeffersonCounty, KitsapCounty, SnohomishCounty","4, 5","(1.04005e+006,1.18764e+006) / 359373.54","No","1664283","470","837.73","27.2","0.56","0.50","117.787504","< 0.00000000000000001"
"253",2020-08-16,"4",6,"SanJuanCounty, IslandCounty, WhatcomCounty, ClallamCounty, SkagitCounty, JeffersonCounty","3","(1.04005e+006,1.18764e+006) / 321761.39","Yes","570727","100","287.28","16.9","0.35","0.33","86.611455","< 0.00000000000000001"
"254",2020-08-16,"5",1,"SnohomishCounty","3","(1.34135e+006,991759) / 0","Yes","822083","275","413.80","32.2","0.66","0.64","29.211739","0.0000000000055"
"255",2020-08-16,"6",2,"KingCounty, PierceCounty","9","(1.31014e+006,789600) / 181272.91","No","3157762","1421","1589.48","43.4","0.89","0.83","15.435543","0.0000050"
"256",2020-08-16,"7",1,"LewisCounty","No Overlap","(1.1646e+006,459931) / 0","Yes","80707","75","40.62","89.6","1.85","1.86","11.764672","0.00019"
"257",2020-08-16,"8",4,"WahkiakumCounty, PacificCounty, CowlitzCounty, ThurstonCounty","No Overlap","(899146,363108) / 277484.75","Yes","428088","150","215.48","33.8","0.70","0.68","11.734332","0.00020"
"258",2020-08-16,"9",1,"PierceCounty","6","(1.23248e+006,625805) / 0","Yes","904980","364","455.53","38.8","0.80","0.78","11.110464","0.00037"
"259",2020-08-16,"10",4,"YakimaCounty, KlickitatCounty, KittitasCounty, BentonCounty","1","(1.58048e+006,409697) / 319817.65","Yes","525623","333","264.58","61.1","1.26","1.28","8.831069","0.0036"
"260",2020-08-16,"11",1,"OkanoganCounty","No Overlap","(1.82458e+006,1.17369e+006) / 0","No","42243","9","21.26","20.5","0.42","0.42","4.545158","0.223"
"261",2020-08-16,"12",1,"SkamaniaCounty","No Overlap","(1.28088e+006,254383) / 0","No","12083","1","6.08","8.0","0.16","0.16","3.280079","0.573"
"262",2020-08-23,"1",13,"FerryCounty, StevensCounty, OkanoganCounty, PendOreilleCounty, LincolnCounty, DouglasCounty, SpokaneCounty, GrantCounty, AdamsCounty, ChelanCounty, WhitmanCounty, FranklinCounty, KittitasCounty","No Overlap","(2.12176e+006,1.14961e+006) / 723046.58","Yes","1074660","1291","623.78","115.8","2.07","2.51","334.232240","< 0.00000000000000001"
"263",2020-08-23,"2",7,"SanJuanCounty, IslandCounty, WhatcomCounty, ClallamCounty, SkagitCounty, JeffersonCounty, KitsapCounty","No Overlap","(1.04005e+006,1.18764e+006) / 346597.00","Yes","842200","203","488.85","23.2","0.42","0.39","117.591629","< 0.00000000000000001"
"264",2020-08-23,"3",2,"KingCounty, PierceCounty","4","(1.31014e+006,789600) / 181272.91","No","3157762","1589","1832.90","48.5","0.87","0.79","28.150347","0.000000000017"
"265",2020-08-23,"4",1,"KingCounty","3","(1.31014e+006,789600) / 0","Yes","2252782","1095","1307.61","46.8","0.84","0.78","25.407325","0.00000000026"
"266",2020-08-23,"5",3,"LewisCounty, CowlitzCounty, ThurstonCounty","No Overlap","(1.1646e+006,459931) / 168736.14","Yes","481836","188","279.68","37.6","0.67","0.66","18.012424","0.00000041"
"267",2020-08-30,"1",13,"AdamsCounty, FranklinCounty, LincolnCounty, GrantCounty, WhitmanCounty, WallaWallaCounty, ColumbiaCounty, GarfieldCounty, BentonCounty, SpokaneCounty, DouglasCounty, AsotinCounty, KittitasCounty","No Overlap","(2.12431e+006,607716) / 530141.48","Yes","1182085","1313","697.62","107.0","1.88","2.25","267.769287","< 0.00000000000000001"
"268",2020-08-30,"2",7,"SanJuanCounty, IslandCounty, WhatcomCounty, ClallamCounty, SkagitCounty, JeffersonCounty, KitsapCounty","No Overlap","(1.04005e+006,1.18764e+006) / 346597.00","Yes","842200","176","497.03","20.1","0.35","0.33","150.874655","< 0.00000000000000001"
"269",2020-08-30,"3",1,"KingCounty","No Overlap","(1.31014e+006,789600) / 0","Yes","2252782","1077","1329.50","46.1","0.81","0.75","35.474469","0.000000000000060"
"270",2020-08-30,"4",1,"OkanoganCounty","No Overlap","(1.82458e+006,1.17369e+006) / 0","Yes","42243","5","24.93","11.4","0.20","0.20","11.941284","0.00026"
"271",2020-08-30,"5",7,"PacificCounty, WahkiakumCounty, GraysHarborCounty, ThurstonCounty, CowlitzCounty, MasonCounty, LewisCounty","6","(815687,461225) / 348918.95","Yes","650624","318","383.97","47.1","0.83","0.82","6.549824","0.047"
"272",2020-08-30,"6",2,"CowlitzCounty, LewisCounty","5","(1.08827e+006,321229) / 158317.88","No","191300","83","112.90","41.8","0.74","0.73","4.465179","0.243"
"273",2020-09-06,"1",5,"PierceCounty, ThurstonCounty, LewisCounty, KingCounty, KitsapCounty","No Overlap","(1.23248e+006,625805) / 253694.22","No","3800478","0","0.50","0","0","0","0.691319","0.502"
"274",2020-09-13,"1",8,"AsotinCounty, GarfieldCounty, ColumbiaCounty, WhitmanCounty, WallaWallaCounty, FranklinCounty, AdamsCounty, SpokaneCounty","No Overlap","(2.47512e+006,330453) / 523349.12","Yes","777659","1117","529.20","138.4","2.11","2.42","285.433640","< 0.00000000000000001"
"275",2020-09-13,"2",7,"SanJuanCounty, IslandCounty, WhatcomCounty, ClallamCounty, SkagitCounty, JeffersonCounty, KitsapCounty","No Overlap","(1.04005e+006,1.18764e+006) / 346597.00","Yes","842200","225","573.12","25.7","0.39","0.37","150.577269","< 0.00000000000000001"
"276",2020-09-13,"3",3,"WahkiakumCounty, PacificCounty, CowlitzCounty","No Overlap","(899146,363108) / 193709.48","Yes","137552","29","93.61","20.3","0.31","0.31","31.031776","0.0000000000016"
"277",2020-09-13,"4",1,"KingCounty","No Overlap","(1.31014e+006,789600) / 0","Yes","2252782","1388","1533.04","59.4","0.91","0.87","9.933061","0.0014"
"278",2020-09-13,"5",1,"KlickitatCounty","No Overlap","(1.56668e+006,197511) / 0","Yes","22425","3","15.26","12.9","0.20","0.20","7.394992","0.015"
"279",2020-09-13,"6",1,"KittitasCounty","No Overlap","(1.59612e+006,653126) / 0","No","47935","52","32.62","104.5","1.59","1.60","4.904950","0.174"
"280",2020-09-13,"7",1,"PierceCounty","No Overlap","(1.23248e+006,625805) / 0","No","904980","667","615.85","71.0","1.08","1.10","2.355557","0.886"
"281",2020-09-20,"1",9,"AsotinCounty, GarfieldCounty, ColumbiaCounty, WhitmanCounty, WallaWallaCounty, FranklinCounty, AdamsCounty, SpokaneCounty, BentonCounty","2, 6","(2.47512e+006,330453) / 584428.84","No","982049","1713","884.57","168.1","1.94","2.25","363.987749","< 0.00000000000000001"
"282",2020-09-20,"2",8,"AsotinCounty, GarfieldCounty, ColumbiaCounty, WhitmanCounty, WallaWallaCounty, FranklinCounty, AdamsCounty, SpokaneCounty","1","(2.47512e+006,330453) / 523349.12","Yes","777659","1398","700.46","173.2","2.00","2.25","309.642819","< 0.00000000000000001"
"283",2020-09-20,"3",7,"SanJuanCounty, IslandCounty, WhatcomCounty, ClallamCounty, SkagitCounty, JeffersonCounty, KitsapCounty","No Overlap","(1.04005e+006,1.18764e+006) / 346597.00","Yes","842200","306","758.60","35.0","0.40","0.38","191.174246","< 0.00000000000000001"
"284",2020-09-20,"4",7,"PacificCounty, WahkiakumCounty, GraysHarborCounty, ThurstonCounty, CowlitzCounty, MasonCounty, LewisCounty","5","(815687,461225) / 348918.95","Yes","650624","362","586.04","53.6","0.62","0.60","53.602648","< 0.00000000000000001"
"285",2020-09-20,"5",3,"LewisCounty, CowlitzCounty, ThurstonCounty","4","(1.1646e+006,459931) / 168736.14","No","481836","295","434.01","59.0","0.68","0.67","26.604671","0.00000000064"
"286",2020-09-20,"6",4,"YakimaCounty, KlickitatCounty, KittitasCounty, BentonCounty","1, 12","(1.58048e+006,409697) / 319817.65","Yes","525623","589","473.45","108.0","1.24","1.27","14.128369","0.000051"
"287",2020-09-20,"7",1,"ChelanCounty","12","(1.61141e+006,924343) / 0","Yes","77200","115","69.54","143.6","1.65","1.66","12.543140","0.00021"
"288",2020-09-20,"8",1,"SnohomishCounty","No Overlap","(1.34135e+006,991759) / 0","Yes","822083","618","740.48","72.4","0.83","0.82","11.956903","0.00036"
"289",2020-09-20,"9",1,"SkamaniaCounty","No Overlap","(1.28088e+006,254383) / 0","Yes","12083","1","10.88","8.0","0.092","0.092","7.503454","0.024"
"290",2020-09-20,"10",3,"OkanoganCounty, DouglasCounty, FerryCounty","No Overlap","(1.82458e+006,1.17369e+006) / 298157.04","Yes","93299","53","84.04","54.7","0.63","0.63","6.677074","0.040"
"291",2020-09-20,"11",1,"ClarkCounty","No Overlap","(1.13459e+006,168921) / 0","No","488241","499","439.78","98.5","1.13","1.15","4.094041","0.350"
"292",2020-09-20,"12",3,"KittitasCounty, YakimaCounty, ChelanCounty","6, 7","(1.59612e+006,653126) / 271648.09","No","376008","386","338.68","98.9","1.14","1.15","3.333327","0.569"
"293",2020-09-20,"13",2,"KingCounty, PierceCounty","14","(1.31014e+006,789600) / 181272.91","No","3157762","2773","2844.31","84.6","0.97","0.96","1.530922","0.994"
"294",2020-09-20,"14",1,"PierceCounty","13","(1.23248e+006,625805) / 0","No","904980","769","815.15","81.9","0.94","0.94","1.507339","0.995"
"295",2020-09-27,"1",9,"AsotinCounty, GarfieldCounty, ColumbiaCounty, WhitmanCounty, WallaWallaCounty, FranklinCounty, AdamsCounty, SpokaneCounty, BentonCounty","No Overlap","(2.47512e+006,330453) / 584428.84","Yes","982049","2752","1442.98","270.1","1.91","2.20","559.851190","< 0.00000000000000001"
"296",2020-09-27,"2",7,"SanJuanCounty, IslandCounty, WhatcomCounty, ClallamCounty, SkagitCounty, JeffersonCounty, KitsapCounty","No Overlap","(1.04005e+006,1.18764e+006) / 346597.00","Yes","842200","542","1237.49","62.0","0.44","0.41","271.786471","< 0.00000000000000001"
"297",2020-09-27,"3",7,"PacificCounty, WahkiakumCounty, GraysHarborCounty, ThurstonCounty, CowlitzCounty, MasonCounty, LewisCounty","4","(815687,461225) / 348918.95","Yes","650624","661","956.00","97.9","0.69","0.67","55.299944","< 0.00000000000000001"
"298",2020-09-27,"4",12,"ClarkCounty, CowlitzCounty, SkamaniaCounty, LewisCounty, WahkiakumCounty, ThurstonCounty, PacificCounty, KlickitatCounty, PierceCounty, YakimaCounty, MasonCounty, GraysHarborCounty","3, 5, 8, 9","(1.13459e+006,168921) / 602160.39","No","2329226","2984","3422.47","123.5","0.87","0.83","41.519917","0.00000000000000044"
"299",2020-09-27,"5",3,"KlickitatCounty, YakimaCounty, SkamaniaCounty","4","(1.56668e+006,197511) / 291402.71","Yes","285381","266","419.33","89.8","0.63","0.63","33.342038","0.00000000000087"
"300",2020-09-27,"6",1,"OkanoganCounty","No Overlap","(1.82458e+006,1.17369e+006) / 0","Yes","42243","12","62.07","27.4","0.19","0.19","30.462268","0.000000000012"
"301",2020-09-27,"7",2,"ChelanCounty, DouglasCounty","No Overlap","(1.61141e+006,924343) / 232370.80","Yes","120629","270","177.25","215.7","1.52","1.54","21.275653","0.000000058"
"302",2020-09-27,"8",1,"ClarkCounty","4","(1.13459e+006,168921) / 0","Yes","488241","835","717.40","164.8","1.16","1.18","9.814196","0.0022"
"303",2020-09-27,"9",1,"PierceCounty","4","(1.23248e+006,625805) / 0","No","904980","1222","1329.74","130.1","0.92","0.91","5.074099","0.168"
"304",2020-10-04,"1",12,"AdamsCounty, FranklinCounty, LincolnCounty, GrantCounty, WhitmanCounty, WallaWallaCounty, ColumbiaCounty, GarfieldCounty, BentonCounty, SpokaneCounty, DouglasCounty, AsotinCounty","2, 7, 10","(2.12431e+006,607716) / 447151.18","No","1134150","4210","2315.84","357.7","1.82","2.12","764.650015","< 0.00000000000000001"
"305",2020-10-04,"2",10,"WhitmanCounty, GarfieldCounty, ColumbiaCounty, AdamsCounty, SpokaneCounty, AsotinCounty, LincolnCounty, WallaWallaCounty, FranklinCounty, GrantCounty","1","(2.38439e+006,585653) / 493749.23","Yes","886331","3372","1809.82","366.6","1.86","2.10","628.530278","< 0.00000000000000001"
"306",2020-10-04,"3",8,"ClallamCounty, JeffersonCounty, SanJuanCounty, IslandCounty, MasonCounty, GraysHarborCounty, KitsapCounty, ThurstonCounty","4, 6","(801611,1.03148e+006) / 509912.75","No","916113","908","1870.63","95.5","0.49","0.45","339.444951","< 0.00000000000000001"
"307",2020-10-04,"4",7,"ClallamCounty, JeffersonCounty, SanJuanCounty, IslandCounty, MasonCounty, GraysHarborCounty, KitsapCounty","3","(801611,1.03148e+006) / 359191.29","Yes","625577","518","1277.38","79.8","0.41","0.39","311.690365","< 0.00000000000000001"
"308",2020-10-04,"5",1,"WhatcomCounty","No Overlap","(1.30964e+006,1.27888e+006) / 0","Yes","229247","212","468.10","89.1","0.45","0.45","90.340260","< 0.00000000000000001"
"309",2020-10-04,"6",3,"LewisCounty, CowlitzCounty, ThurstonCounty","3","(1.1646e+006,459931) / 168736.14","Yes","481836","686","983.87","137.2","0.70","0.68","53.512759","< 0.00000000000000001"
"310",2020-10-04,"7",2,"ChelanCounty, DouglasCounty","1","(1.61141e+006,924343) / 232370.80","Yes","120629","414","246.31","330.7","1.68","1.70","48.208771","< 0.00000000000000001"
"311",2020-10-04,"8",1,"OkanoganCounty","No Overlap","(1.82458e+006,1.17369e+006) / 0","Yes","42243","23","86.26","52.5","0.27","0.27","32.983826","0.00000000000051"
"312",2020-10-04,"9",1,"SnohomishCounty","No Overlap","(1.34135e+006,991759) / 0","Yes","822083","1396","1678.63","163.6","0.83","0.82","28.113366","0.000000000052"
"313",2020-10-04,"10",4,"KlickitatCounty, YakimaCounty, SkamaniaCounty, BentonCounty","1","(1.56668e+006,197511) / 350777.90","Yes","489771","1234","1000.07","242.8","1.23","1.25","27.335666","0.00000000011"
"314",2020-10-04,"11",2,"KingCounty, PierceCounty","12","(1.31014e+006,789600) / 181272.91","No","3157762","6163","6447.90","188.1","0.96","0.93","10.802105","0.00073"
"315",2020-10-04,"12",1,"PierceCounty","11","(1.23248e+006,625805) / 0","No","904980","1753","1847.90","186.7","0.95","0.94","2.807342","0.762"
"316",2020-10-11,"1",17,"AdamsCounty, FranklinCounty, LincolnCounty, GrantCounty, WhitmanCounty, WallaWallaCounty, ColumbiaCounty, GarfieldCounty, BentonCounty, SpokaneCounty, DouglasCounty, AsotinCounty, KittitasCounty, FerryCounty, StevensCounty, YakimaCounty, ChelanCounty","2, 6, 7","(2.12431e+006,607716) / 602758.45","No","1563508","6361","3938.70","392.1","1.62","1.92","830.289547","< 0.00000000000000001"
"317",2020-10-11,"2",10,"WhitmanCounty, GarfieldCounty, ColumbiaCounty, AdamsCounty, SpokaneCounty, AsotinCounty, LincolnCounty, WallaWallaCounty, FranklinCounty, GrantCounty","1","(2.38439e+006,585653) / 493749.23","Yes","886331","3903","2232.79","424.4","1.75","1.94","594.719460","< 0.00000000000000001"
"318",2020-10-11,"3",8,"ClallamCounty, JeffersonCounty, SanJuanCounty, IslandCounty, MasonCounty, GraysHarborCounty, KitsapCounty, ThurstonCounty","4, 5","(801611,1.03148e+006) / 509912.75","No","916113","1076","2307.82","113.2","0.47","0.43","454.677815","< 0.00000000000000001"
"319",2020-10-11,"4",7,"SanJuanCounty, IslandCounty, WhatcomCounty, ClallamCounty, SkagitCounty, JeffersonCounty, KitsapCounty","3","(1.04005e+006,1.18764e+006) / 346597.00","Yes","842200","1038","2121.62","118.8","0.49","0.46","375.276993","< 0.00000000000000001"
"320",2020-10-11,"5",3,"ThurstonCounty, LewisCounty, MasonCounty","3","(1.05793e+006,590671) / 176636.00","Yes","438011","654","1103.41","143.9","0.59","0.58","112.873886","< 0.00000000000000001"
"321",2020-10-11,"6",2,"ChelanCounty, DouglasCounty","1","(1.61141e+006,924343) / 232370.80","Yes","120629","565","303.88","451.4","1.86","1.89","91.101712","< 0.00000000000000001"
"322",2020-10-11,"7",4,"YakimaCounty, KlickitatCounty, KittitasCounty, BentonCounty","1","(1.58048e+006,409697) / 319817.65","Yes","525623","1745","1324.12","319.9","1.32","1.35","65.750422","< 0.00000000000000001"
"323",2020-10-11,"8",2,"WahkiakumCounty, PacificCounty","No Overlap","(899146,363108) / 128811.09","Yes","26959","164","67.91","586.2","2.41","2.43","48.742901","< 0.00000000000000001"
"324",2020-10-11,"9",1,"SnohomishCounty","No Overlap","(1.34135e+006,991759) / 0","Yes","822083","1712","2070.94","200.7","0.83","0.81","36.816646","0.000000000000036"
"325",2020-10-11,"10",1,"KingCounty","No Overlap","(1.31014e+006,789600) / 0","No","2252782","5274","5675.08","225.6","0.93","0.90","20.415424","0.00000013"
"326",2020-10-11,"11",1,"SkamaniaCounty","No Overlap","(1.28088e+006,254383) / 0","No","12083","13","30.44","103.7","0.43","0.43","6.386742","0.058"
"327",2020-10-18,"1",17,"AdamsCounty, FranklinCounty, LincolnCounty, GrantCounty, WhitmanCounty, WallaWallaCounty, ColumbiaCounty, GarfieldCounty, BentonCounty, SpokaneCounty, DouglasCounty, AsotinCounty, KittitasCounty, FerryCounty, StevensCounty, YakimaCounty, ChelanCounty","2, 6, 7","(2.12431e+006,607716) / 602758.45","No","1563508","5441","3415.54","335.4","1.59","1.88","671.782235","< 0.00000000000000001"
"328",2020-10-18,"2",8,"AsotinCounty, GarfieldCounty, ColumbiaCounty, WhitmanCounty, WallaWallaCounty, FranklinCounty, AdamsCounty, SpokaneCounty","1","(2.47512e+006,330453) / 523349.12","Yes","777659","3081","1698.82","381.8","1.81","2.00","518.021167","< 0.00000000000000001"
